key,region,district,description,easting,northing,latitude,longitude,url
TR706F,新界,屯门区,屯门公路近港铁兆康站 [TR706F],815928,830242,22.41137289,113.9793256,https://tdcctv.data.one.gov.hk/TR706F.JPG
RT116F,新界,屯门区,皇珠路近屯门乡事会路 [RT116F],815506,827391,22.38562,113.97526,https://tdcctv.data.one.gov.hk/RT116F.JPG
TM103F,新界,屯门区,龙门路近屯门康乐体育中心 [TM103F],814386,827143,22.38336855,113.9643918,https://tdcctv.data.one.gov.hk/TM103F.JPG
RT115F,新界,屯门区,龙门路近湖翠路 [RT115F],813947,826346,22.37616562,113.9601401,https://tdcctv.data.one.gov.hk/RT115F.JPG
TM101F,新界,屯门区,湖翠路近湖景路 [TM101F],814490,826040,22.37340927,113.9654167,https://tdcctv.data.one.gov.hk/TM101F.JPG
TM118F,新界,屯门区,杯渡路近屯门公园 [TM118F],815440,828325,22.39405567,113.974611,https://tdcctv.data.one.gov.hk/TM118F.JPG
TC001F,新界,离岛区,屯门-赤鱲角隧道南面入口 [TC001F],813902,819614,22.31537,113.959797,https://tdcctv.data.one.gov.hk/TC001F.JPG
TC002F,新界,屯门区,龙门路回旋处近屯门至赤鱲角连接路 [TC002F],813218,825900,22.372131,113.953067,https://tdcctv.data.one.gov.hk/TC002F.JPG
TC003F,新界,屯门区,屯门-赤鱲角隧道北面入口 [TC003F],812673,825069,22.36462,113.94778,https://tdcctv.data.one.gov.hk/TC003F.JPG
K701F,九龙,观塘区,将军澳蓝田隧道 (蓝田入口) [K701F],842095,818147,22.30226,114.23342,https://tdcctv.data.one.gov.hk/K701F.JPG
K702F,九龙,观塘区,将蓝隧道茶果岭道回旋处 [K702F],841813,817928,22.30029,114.23069,https://tdcctv.data.one.gov.hk/K702F.JPG
TK701F,新界,西贡区,跨湾大桥近日出康城 [TK701F],845425,817009,22.29197,114.26573,https://tdcctv.data.one.gov.hk/TK701F.JPG
FH707F,新界,北区,粉岭公路-和合石交汇处 [FH707F],833144,838645,22.48736999,114.146514,https://tdcctv.data.one.gov.hk/FH707F.JPG
TK702F,新界,西贡区,将蓝公路近调景岭 [TK702F],844398,817651,22.29777,114.25578,https://tdcctv.data.one.gov.hk/TK702F.JPG
NL131F,新界,离岛区,港珠澳大桥香港口岸入境客车通关广场 [NL131F],813438,819990,22.31876,113.95529,https://tdcctv.data.one.gov.hk/NL131F.JPG
NL184F,新界,离岛区,港珠澳大桥香港口岸出境客车通关广场 [NL184F],813661,819600,22.31524,113.95746,https://tdcctv.data.one.gov.hk/NL184F.JPG
AID01101,香港岛,南区,香港仔海旁道近福群大楼 - 东行 [AID01101],833758,812147,22.24808336,114.1525247,https://tdcctv.data.one.gov.hk/AID01101.JPG
AID01102,香港岛,南区,香港仔海旁道近海晖大厦 - 东行 [AID01102],834293,812041,22.24712681,114.1577149,https://tdcctv.data.one.gov.hk/AID01102.JPG
AID01103,香港岛,南区,黄竹坑道近香港仔工业学校 - 东行 [AID01103],834750,812208,22.24863539,114.1621481,https://tdcctv.data.one.gov.hk/AID01103.JPG
AID01104,香港岛,南区,黄竹坑道行车天桥近安盛汇 - 东行 [AID01104],835128,812179,22.24837379,114.1658151,https://tdcctv.data.one.gov.hk/AID01104.JPG
AID01105,香港岛,南区,黄竹坑道行车天桥近本利发工业大厦 - 东行 [AID01105],835419,812324,22.2496834,114.1686381,https://tdcctv.data.one.gov.hk/AID01105.JPG
AID01106,香港岛,南区,黄竹坑道近香港医学专科学院 - 东行 [AID01106],835753,812408,22.25044211,114.1718782,https://tdcctv.data.one.gov.hk/AID01106.JPG
AID01107,香港岛,南区,香港仔隧道近黄竹坑医院 - 东行 [AID01107],836208,812358,22.24999065,114.1762923,https://tdcctv.data.one.gov.hk/AID01107.JPG
AID01108,香港岛,湾仔区,黄泥涌峡天桥近马场 - 北行 [AID01108],836603,814780,22.27186288,114.1801247,https://tdcctv.data.one.gov.hk/AID01108.JPG
AID01109,香港岛,湾仔区,坚拿道天桥近木球会 - 北行 [AID01109],836701,815304,22.27659491,114.1810758,https://tdcctv.data.one.gov.hk/AID01109.JPG
AID01110,香港岛,湾仔区,坚拿道天桥近湾仔消防局 - 北行 [AID01110],836715,815609,22.27934925,114.1812117,https://tdcctv.data.one.gov.hk/AID01110.JPG
AID01111,九龙,九龙城区,康庄道近香港理工大学 - 北行（1）[AID01111],836693,818352,22.30412026,114.1809989,https://tdcctv.data.one.gov.hk/AID01111.JPG
AID01112,九龙,九龙城区,康庄道近香港理工大学 - 北行（2）[AID01112],836728,818441,22.30492398,114.1813386,https://tdcctv.data.one.gov.hk/AID01112.JPG
AID01114,九龙,九龙城区,公主道近爱民邨 - 北行 [AID01114],836269,819370,22.31331347,114.1768841,https://tdcctv.data.one.gov.hk/AID01114.JPG
AID01115,九龙,九龙城区,公主道近余振强纪念中学 - 北行 [AID01115],836485,819945,22.31850605,114.1789805,https://tdcctv.data.one.gov.hk/AID01115.JPG
AID01116,九龙,九龙城区,公主道近圣约翰救伤队九龙救护站 - 北行 [AID01116],836454,820193,22.32074565,114.1786797,https://tdcctv.data.one.gov.hk/AID01116.JPG
AID01117,九龙,九龙城区,窝打老道近圣佐治大厦 - 北行 [AID01117],836416,820593,22.32435789,114.1783109,https://tdcctv.data.one.gov.hk/AID01117.JPG
AID01118,九龙,九龙城区,窝打老道近九龙塘会 - 北行 [AID01118],836433,821044,22.32843068,114.178476,https://tdcctv.data.one.gov.hk/AID01118.JPG
AID01120,九龙,九龙城区,窝打老道近九龙东军营(1) - 北行 [AID01120],836475,821768,22.33496881,114.1788837,https://tdcctv.data.one.gov.hk/AID01120.JPG
AID01121,九龙,九龙城区,窝打老道近九龙东军营(2) - 北行 [AID01121],836502,822157,22.33848171,114.1791459,https://tdcctv.data.one.gov.hk/AID01121.JPG
AID01123,九龙,九龙城区,狮子山隧道公路近九龙入口 - 北行 [AID01123],836727,822903,22.34521846,114.1813302,https://tdcctv.data.one.gov.hk/AID01123.JPG
AID01124,新界,沙田区,狮子山隧道公路近收费广场 - 北行 [AID01124],836094,824460,22.3592791,114.1751851,https://tdcctv.data.one.gov.hk/AID01124.JPG
AID01125,新界,沙田区,狮子山隧道公路近世界花园 - 北行 [AID01125],836574,824919,22.3634241,114.1798453,https://tdcctv.data.one.gov.hk/AID01125.JPG
AID01126,新界,沙田区,狮子山隧道公路近隔田村 - 北行 (1) [AID01126],836964,825143,22.36544683,114.1836319,https://tdcctv.data.one.gov.hk/AID01126.JPG
AID01127,新界,沙田区,狮子山隧道公路近隔田村 - 北行 (2) [AID01127],837206,825316,22.36700899,114.1859817,https://tdcctv.data.one.gov.hk/AID01127.JPG
AID01128,新界,沙田区,狮子山隧道公路近丰盛苑 - 北行 [AID01128],837539,825774,22.37114477,114.1892152,https://tdcctv.data.one.gov.hk/AID01128.JPG
AID01129,新界,沙田区,沙田路近博康邨 - 北行 [AID01129],837926,826070,22.37381747,114.1929731,https://tdcctv.data.one.gov.hk/AID01129.JPG
AID01130,新界,沙田区,沙田路近基督书院 - 北行 [AID01130],838207,826144,22.37448544,114.1957016,https://tdcctv.data.one.gov.hk/AID01130.JPG
AID01131,新界,沙田区,沙田路近沙田围新村 - 北行 [AID01131],838512,826339,22.37624602,114.1986634,https://tdcctv.data.one.gov.hk/AID01131.JPG
AID01132,新界,沙田区,沙田路近威尔斯亲王医院 - 北行 [AID01132],838711,826855,22.3809055,114.2005965,https://tdcctv.data.one.gov.hk/AID01132.JPG
AID01134,新界,沙田区,沙田路近城门河 - 北行 [AID01134],838719,827588,22.38752486,114.2006753,https://tdcctv.data.one.gov.hk/AID01134.JPG
AID01135,新界,沙田区,沙田路近香港专业教育学院(沙田分校) - 北行 [AID01135],838547,827880,22.39016201,114.1990055,https://tdcctv.data.one.gov.hk/AID01135.JPG
AID01136,新界,沙田区,沙田路近火炭铁路大楼 - 北行 [AID01136],838555,828307,22.39401803,114.1990838,https://tdcctv.data.one.gov.hk/AID01136.JPG
AID01201,九龙,黄大仙区,狮子山隧道公路近九龙出口 - 南行 [AID01201],836751,822953,22.34566999,114.1815632,https://tdcctv.data.one.gov.hk/AID01201.JPG
AID01203,九龙,九龙城区,窝打老道近联合道 - 南行 [AID01203],836504,822205,22.33891517,114.1791653,https://tdcctv.data.one.gov.hk/AID01203.JPG
AID01204,九龙,九龙城区,窝打老道近九龙东军营 - 南行 [AID01204],836478,821768,22.33496881,114.1789128,https://tdcctv.data.one.gov.hk/AID01204.JPG
AID01206,九龙,九龙城区,窝打老道近九龙塘会 - 南行 [AID01206],836446,821043,22.32842165,114.1786021,https://tdcctv.data.one.gov.hk/AID01206.JPG
AID01207,九龙,九龙城区,窝打老道近圣佐治大厦 - 南行 [AID01207],836413,820552,22.32398763,114.1782818,https://tdcctv.data.one.gov.hk/AID01207.JPG
AID01208,九龙,九龙城区,公主道近圣约翰救伤队九龙救护站 - 南行 [AID01208],836411,820255,22.32130555,114.1782623,https://tdcctv.data.one.gov.hk/AID01208.JPG
AID01209,九龙,九龙城区,公主道近余振强纪念中学 - 南行 [AID01209],836487,819944,22.31849702,114.179,https://tdcctv.data.one.gov.hk/AID01209.JPG
AID01210,九龙,九龙城区,公主道近爱民邨 - 南行 [AID01210],836272,819370,22.31331347,114.1769132,https://tdcctv.data.one.gov.hk/AID01210.JPG
AID01211,九龙,九龙城区,公主道近爱民村 - 南行(2) [AID01211],836402,819036,22.31029725,114.1781749,https://tdcctv.data.one.gov.hk/AID01211.JPG
AID01212,九龙,九龙城区,公主道近京士柏道花园 - 南行 [AID01212],836469,818943,22.3094574,114.1788251,https://tdcctv.data.one.gov.hk/AID01212.JPG
AID01213,九龙,九龙城区,康庄道近香港理工大学 - 南行 [AID01213],836747,818515,22.30559224,114.1815231,https://tdcctv.data.one.gov.hk/AID01213.JPG
AID01214,香港岛,湾仔区,坚拿道天桥近伊利莎伯大厦 - 南行 [AID01214],836662,815761,22.28072192,114.1806974,https://tdcctv.data.one.gov.hk/AID01214.JPG
AID01215,香港岛,湾仔区,坚拿道天桥近永德大厦 - 南行 [AID01215],836715,815483,22.27821139,114.1812116,https://tdcctv.data.one.gov.hk/AID01215.JPG
AID01216,香港岛,湾仔区,黄泥涌峡天桥近马场 - 南行 [AID01216],836549,814941,22.27331682,114.1796008,https://tdcctv.data.one.gov.hk/AID01216.JPG
AID01217,香港岛,南区,香港仔隧道近收费广场 - 西行 [AID01217],836339,812425,22.25059571,114.1775631,https://tdcctv.data.one.gov.hk/AID01217.JPG
AID01218,香港岛,南区,黄竹坑道近黄竹坑体育馆 - 西行 [AID01218],835942,812365,22.25005384,114.1737118,https://tdcctv.data.one.gov.hk/AID01218.JPG
AID01219,香港岛,南区,黄竹坑道行车天桥近黄竹坑游乐场 - 西行 [AID01219],835501,812367,22.25007176,114.1694335,https://tdcctv.data.one.gov.hk/AID01219.JPG
AID01220,香港岛,南区,黄竹坑道行车天桥近长德工业大厦 - 西行 [AID01220],835049,812168,22.2482744,114.1650487,https://tdcctv.data.one.gov.hk/AID01220.JPG
AID01221,香港岛,南区,黄竹坑道近香港仔警署 - 西行 [AID01221],834711,812207,22.24862632,114.1617697,https://tdcctv.data.one.gov.hk/AID01221.JPG
AID01222,香港岛,南区,香港仔海旁道近逸港居 - 西行 [AID01222],834430,812095,22.24761461,114.1590439,https://tdcctv.data.one.gov.hk/AID01222.JPG
AID01223,香港岛,南区,香港仔海旁道近香港仔巴士总站 - 西行 [AID01223],833976,812080,22.24747861,114.1546396,https://tdcctv.data.one.gov.hk/AID01223.JPG
AID02104,九龙,观塘区,观塘绕道近汇景花园 - 西行 [AID02104],842062,818666,22.30694617,114.2331057,https://tdcctv.data.one.gov.hk/AID02104.JPG
AID02105,九龙,观塘区,观塘绕道近裁判法院 - 西行 [AID02105],841702,818880,22.30887989,114.2296126,https://tdcctv.data.one.gov.hk/AID02105.JPG
AID02106,九龙,观塘区,观塘绕道近丽港城 - 西行 [AID02106],841412,818796,22.30812221,114.2267978,https://tdcctv.data.one.gov.hk/AID02106.JPG
AID02107,九龙,观塘区,观塘绕道近宏利金融中心 - 西行 [AID02107],841181,818618,22.30651544,114.2245554,https://tdcctv.data.one.gov.hk/AID02107.JPG
AID02108,九龙,观塘区,观塘绕道近观塘码头 - 北行 [AID02108],840801,818770,22.30788913,114.2208679,https://tdcctv.data.one.gov.hk/AID02108.JPG
AID02109,九龙,观塘区,观塘绕道近九龙面粉厂 - 北行 [AID02109],840500,819171,22.31151117,114.2179477,https://tdcctv.data.one.gov.hk/AID02109.JPG
AID02110,九龙,观塘区,观塘绕道近绿景 - 北行 [AID02110],840333,819356,22.31318224,114.2163274,https://tdcctv.data.one.gov.hk/AID02110.JPG
AID02111,九龙,观塘区,观塘绕道近九龙货仓 - 北行 [AID02111],840097,819614,22.31551267,114.2140375,https://tdcctv.data.one.gov.hk/AID02111.JPG
AID02112,九龙,观塘区,观塘绕道近启德消防局 - 北行 [AID02112],839832,819780,22.31701232,114.2114658,https://tdcctv.data.one.gov.hk/AID02112.JPG
AID02113,九龙,观塘区,观塘绕道近企业广场五期 - 北行 [AID02113],839429,819986,22.31887341,114.2075548,https://tdcctv.data.one.gov.hk/AID02113.JPG
AID02114,九龙,观塘区,观塘绕道近九龙湾展贸 - 北行 [AID02114],839111,820425,22.3228384,114.2044691,https://tdcctv.data.one.gov.hk/AID02114.JPG
AID02115,九龙,观塘区,观塘绕道近九龙湾公园 - 北行 [AID02115],839178,820953,22.32760644,114.2051204,https://tdcctv.data.one.gov.hk/AID02115.JPG
AID02116,九龙,观塘区,观塘绕道近彩虹邨 - 北行 [AID02116],839182,821576,22.33323248,114.2051603,https://tdcctv.data.one.gov.hk/AID02116.JPG
AID02117,九龙,黄大仙区,大老山公路近志莲净院 - 北行 [AID02117],839004,822151,22.33842535,114.2034335,https://tdcctv.data.one.gov.hk/AID02117.JPG
AID02118,新界,沙田区,大老山隧道近收费广场 - 北行 [AID02118],839760,826563,22.37826677,114.2107819,https://tdcctv.data.one.gov.hk/AID02118.JPG
AID02119,新界,沙田区,大老山公路近驾驶学院 - 北行 [AID02119],839715,827017,22.38236672,114.2103459,https://tdcctv.data.one.gov.hk/AID02119.JPG
AID02120,新界,沙田区,大老山公路近浸会大学 (石门) - 北行 [AID02120],839799,827615,22.3877668,114.2111629,https://tdcctv.data.one.gov.hk/AID02120.JPG
AID02121,新界,沙田区,大老山公路近安心街 - 北行 [AID02121],839605,828117,22.39230051,114.2092801,https://tdcctv.data.one.gov.hk/AID02121.JPG
AID02122,新界,沙田区,大老山公路近划艇中心 - 北行 [AID02122],839703,828592,22.3965898,114.2102328,https://tdcctv.data.one.gov.hk/AID02122.JPG
AID02123,新界,沙田区,大老山公路近沙田医院 - 北行 [AID02123],839934,828967,22.39997576,114.2124769,https://tdcctv.data.one.gov.hk/AID02123.JPG
AID02124,新界,沙田区,大老山公路近亚公角运动场 - 北行 [AID02124],840259,829269,22.40270225,114.2156339,https://tdcctv.data.one.gov.hk/AID02124.JPG
AID02125,新界,沙田区,大老山公路近大水坑单车公园 - 北行 [AID02125],840477,829635,22.40600689,114.2177521,https://tdcctv.data.one.gov.hk/AID02125.JPG
AID02126,新界,沙田区,大老山公路近水警北分区基地 - 北行 [AID02126],840062,830009,22.40938526,114.2137225,https://tdcctv.data.one.gov.hk/AID02126.JPG
AID02127,新界,沙田区,大老山公路近沙田凯悦酒店 - 北行 [AID02127],839899,830281,22.41184191,114.21214,https://tdcctv.data.one.gov.hk/AID02127.JPG
AID02201,九龙,黄大仙区,大老山公路近志莲净院 - 南行 [AID02201],839044,822352,22.34024044,114.2038221,https://tdcctv.data.one.gov.hk/AID02201.JPG
AID02202,九龙,黄大仙区,大老山公路近彩虹邨 - 南行 [AID02202],839128,821806,22.3353096,114.2046366,https://tdcctv.data.one.gov.hk/AID02202.JPG
AID02203,九龙,观塘区,观塘绕道近启晴邨 - 南行 [AID02203],839177,821481,22.33237458,114.2051116,https://tdcctv.data.one.gov.hk/AID02203.JPG
AID02204,九龙,观塘区,观塘绕道近宏天广场 - 南行 [AID02204],839156,820907,22.32719107,114.2049068,https://tdcctv.data.one.gov.hk/AID02204.JPG
AID02205,九龙,观塘区,观塘绕道近九龙湾展贸 - 南行 [AID02205],839098,820528,22.32376857,114.2043431,https://tdcctv.data.one.gov.hk/AID02205.JPG
AID02206,九龙,观塘区,观塘绕道近企业广场五期 - 南行 [AID02206],839395,820028,22.31925276,114.2072249,https://tdcctv.data.one.gov.hk/AID02206.JPG
AID02207,九龙,观塘区,观塘绕道近九龙湾验车中心 - 南行 [AID02207],839730,819786,22.31706671,114.2104759,https://tdcctv.data.one.gov.hk/AID02207.JPG
AID02208,九龙,观塘区,观塘绕道近九龙货仓 - 南行 [AID02208],840030,819687,22.31617205,114.2133874,https://tdcctv.data.one.gov.hk/AID02208.JPG
AID02209,九龙,观塘区,观塘绕道近万兆丰中心 - 南行 [AID02209],840366,819319,22.31284803,114.2166476,https://tdcctv.data.one.gov.hk/AID02209.JPG
AID02210,九龙,观塘区,观塘绕道近九龙面粉厂 - 南行 [AID02210],840534,819132,22.3111589,114.2182776,https://tdcctv.data.one.gov.hk/AID02210.JPG
AID02211,九龙,观塘区,观塘绕道近观塘码头 - 东行 [AID02211],840742,818852,22.3086298,114.2202955,https://tdcctv.data.one.gov.hk/AID02211.JPG
AID02212,九龙,观塘区,观塘绕道近观塘污水处理厂 - 东行 [AID02212],840947,818594,22.30629936,114.2222843,https://tdcctv.data.one.gov.hk/AID02212.JPG
AID02213,九龙,观塘区,观塘绕道近宏利金融中心 - 东行 [AID02213],841144,818603,22.30638009,114.2241963,https://tdcctv.data.one.gov.hk/AID02213.JPG
AID02214,九龙,观塘区,观塘绕道近日升中心 - 东行 [AID02214],841515,818840,22.30851925,114.2277976,https://tdcctv.data.one.gov.hk/AID02214.JPG
AID02215,九龙,观塘区,观塘绕道近汇景花园 - 东行 [AID02215],841960,818814,22.30828304,114.2321164,https://tdcctv.data.one.gov.hk/AID02215.JPG
AID03101,香港岛,中西区,干诺道西天桥近电车厂 - 东行 [AID03101],832254,816567,22.287996,114.1379233,https://tdcctv.data.one.gov.hk/AID03101.JPG
AID03102,香港岛,中西区,干诺道西近西区副食品批发市场 - 东行 [AID03102],832348,816645,22.2887006,114.1388353,https://tdcctv.data.one.gov.hk/AID03102.JPG
AID03103,香港岛,中西区,干诺道西近中山纪念公园 - 西行 (1) [AID03103],833123,816624,22.28851255,114.1463558,https://tdcctv.data.one.gov.hk/AID03103.JPG
AID03104,香港岛,中西区,干诺道西近中山纪念公园 - 西行 (2) [AID03104],832804,816644,22.28869255,114.1432602,https://tdcctv.data.one.gov.hk/AID03104.JPG
AID03106,九龙,油尖旺区,西九龙公路近百周年变电站 - 北行 [AID03106],834605,818760,22.30780401,114.1607347,https://tdcctv.data.one.gov.hk/AID03106.JPG
AID03107,九龙,油尖旺区,西九龙公路近奥海公园 - 北行 [AID03107],834652,819473,22.31424287,114.1611901,https://tdcctv.data.one.gov.hk/AID03107.JPG
AID03108,九龙,油尖旺区,西九龙公路近港铁奥运站 - 北行 (1) [AID03108],834512,819856,22.31770145,114.1598309,https://tdcctv.data.one.gov.hk/AID03108.JPG
AID03109,九龙,油尖旺区,西九龙公路近港铁奥运站 - 北行 (2) [AID03109],834436,820040,22.31936301,114.159093,https://tdcctv.data.one.gov.hk/AID03109.JPG
AID03110,九龙,深水埗区,西九龙公路近大角咀变电站 - 北行 [AID03110],834086,820588,22.32431136,114.1556952,https://tdcctv.data.one.gov.hk/AID03110.JPG
AID03111,九龙,深水埗区,西九龙公路近港铁南昌站 - 北行 [AID03111],833758,820901,22.32713749,114.152511,https://tdcctv.data.one.gov.hk/AID03111.JPG
AID03112,九龙,深水埗区,西九龙公路近兴华街西 - 北行 [AID03112],833449,821105,22.32897925,114.1495114,https://tdcctv.data.one.gov.hk/AID03112.JPG
AID03113,九龙,深水埗区,西九龙公路近圣公会圣安德烈小学 - 北行 [AID03113],833126,821250,22.33028813,114.1463758,https://tdcctv.data.one.gov.hk/AID03113.JPG
AID03114,九龙,深水埗区,西九龙公路近青沙公路 - 北行 [AID03114],832755,821402,22.33166006,114.1427743,https://tdcctv.data.one.gov.hk/AID03114.JPG
AID03115,新界,荃湾区,青朗公路近帝景轩 - 北行 [AID03115],825965,825563,22.36920891,114.0768383,https://tdcctv.data.one.gov.hk/AID03115.JPG
AID03116,新界,荃湾区,青朗公路近大榄隧道九龙入口 - 北行 [AID03116],825634,825811,22.37144646,114.0736228,https://tdcctv.data.one.gov.hk/AID03116.JPG
AID03117,新界,元朗区,青朗公路近港铁八乡维修中心 - 北行 (1) [AID03117],824668,831570,22.4234468,114.0642015,https://tdcctv.data.one.gov.hk/AID03117.JPG
AID03118,新界,元朗区,青朗公路近港铁八乡维修中心 - 北行 (2) [AID03118],824640,832089,22.42813342,114.0639257,https://tdcctv.data.one.gov.hk/AID03118.JPG
AID03119,新界,元朗区,青朗公路近港铁锦上路站 - 北行 (1) [AID03119],824521,832512,22.43195249,114.0627667,https://tdcctv.data.one.gov.hk/AID03119.JPG
AID03120,新界,元朗区,青朗公路近港铁锦上路站 - 北行 (2) [AID03120],824312,832852,22.43502139,114.060734,https://tdcctv.data.one.gov.hk/AID03120.JPG
AID03121,新界,元朗区,青朗公路近锦田公路 - 北行 (1) [AID03121],824026,833132,22.43754789,114.0579536,https://tdcctv.data.one.gov.hk/AID03121.JPG
AID03122,新界,元朗区,青朗公路近锦田公路 - 北行 (2) [AID03122],823667,833410,22.44005575,114.0544641,https://tdcctv.data.one.gov.hk/AID03122.JPG
AID03123,新界,元朗区,青朗公路近锦田公路 - 北行 (3) [AID03123],823311,833750,22.44312344,114.051003,https://tdcctv.data.one.gov.hk/AID03123.JPG
AID03124,新界,元朗区,青朗公路近青山公路元朗段 - 北行 (1) [AID03124],823098,834200,22.44718551,114.0489301,https://tdcctv.data.one.gov.hk/AID03124.JPG
AID03125,新界,元朗区,青朗公路近青山公路元朗段 - 北行 (2) [AID03125],823028,834472,22.44964125,114.0482478,https://tdcctv.data.one.gov.hk/AID03125.JPG
AID03201,新界,荃湾区,青朗公路近大榄隧道九龙出口 - 南行 [AID03201],825229,826083,22.37390021,114.0696886,https://tdcctv.data.one.gov.hk/AID03201.JPG
AID03202,新界,葵青区,青葵公路近华润国际物流中心 - 南行 [AID03202],832016,821730,22.33462042,114.1356001,https://tdcctv.data.one.gov.hk/AID03202.JPG
AID03203,九龙,深水埗区,西九龙公路近海丽邨 - 南行 [AID03203],832477,821531,22.33282441,114.1400755,https://tdcctv.data.one.gov.hk/AID03203.JPG
AID03204,九龙,深水埗区,西九龙公路近兴华街 - 南行 [AID03204],833364,821148,22.32936742,114.1486862,https://tdcctv.data.one.gov.hk/AID03204.JPG
AID03205,九龙,深水埗区,西九龙公路近港铁南昌站 - 南行 [AID03205],833799,820868,22.32683954,114.1529091,https://tdcctv.data.one.gov.hk/AID03205.JPG
AID03206,九龙,深水埗区,西九龙公路近大角咀变电站 - 南行 [AID03206],834115,820554,22.32400436,114.1559767,https://tdcctv.data.one.gov.hk/AID03206.JPG
AID03207,九龙,油尖旺区,西九龙公路近奥海城海滨公园 - 南行 [AID03207],834324,820256,22.32131349,114.1580057,https://tdcctv.data.one.gov.hk/AID03207.JPG
AID03208,九龙,油尖旺区,西九龙公路近港铁奥运站 - 南行 [AID03208],834456,819995,22.31895665,114.1592872,https://tdcctv.data.one.gov.hk/AID03208.JPG
AID03209,九龙,油尖旺区,西九龙公路近海辉道海滨公园 - 南行 [AID03209],834547,819765,22.31687971,114.1601707,https://tdcctv.data.one.gov.hk/AID03209.JPG
AID03210,九龙,油尖旺区,西九龙公路近奥海公园 - 南行 [AID03210],834638,819522,22.31468536,114.1610542,https://tdcctv.data.one.gov.hk/AID03210.JPG
AID03211,九龙,油尖旺区,西九龙公路近百周年变电站 - 南行 [AID03211],834624,818672,22.30700933,114.1609192,https://tdcctv.data.one.gov.hk/AID03211.JPG
AID04101,香港岛,中西区,城西道近坚尼地城游泳池 - 东行 [AID04101],831588,816412,22.28659457,114.131461,https://tdcctv.data.one.gov.hk/AID04101.JPG
AID04102,香港岛,中西区,干诺道西天桥近汇港中心 - 东行 [AID04102],832063,816506,22.28744468,114.13607,https://tdcctv.data.one.gov.hk/AID04102.JPG
AID04103,香港岛,中西区,干诺道西天桥近西港中心 - 东行 [AID04103],832464,816678,22.28899887,114.1399608,https://tdcctv.data.one.gov.hk/AID04103.JPG
AID04104,香港岛,中西区,干诺道西天桥近中山纪念公园 - 东行 [AID04104],832770,816687,22.2890808,114.1429302,https://tdcctv.data.one.gov.hk/AID04104.JPG
AID04105,香港岛,中西区,干诺道西天桥近中区警署 - 东行 [AID04105],833404,816592,22.28822405,114.1490826,https://tdcctv.data.one.gov.hk/AID04105.JPG
AID04106,香港岛,东区,东区走廊近和富中心 - 东行 [AID04106],838359,817150,22.29326424,114.1971658,https://tdcctv.data.one.gov.hk/AID04106.JPG
AID04107,香港岛,东区,东区走廊近北角渡轮码头 - 东行 [AID04107],838798,817217,22.2938687,114.201426,https://tdcctv.data.one.gov.hk/AID04107.JPG
AID04108,香港岛,东区,东区走廊近廉政公署总部大楼 - 东行 [AID04108],839208,817245,22.29412091,114.2054048,https://tdcctv.data.one.gov.hk/AID04108.JPG
AID04109,香港岛,东区,东区走廊近北角政府合署 - 东行 [AID04109],839536,817141,22.29318113,114.2085875,https://tdcctv.data.one.gov.hk/AID04109.JPG
AID04110,香港岛,东区,东区走廊近鲗鱼涌公园二期 - 东行 [AID04110],839866,816918,22.29116665,114.2117894,https://tdcctv.data.one.gov.hk/AID04110.JPG
AID04111,香港岛,东区,东区走廊近鲗鱼涌公园一期 - 东行 [AID04111],840296,816739,22.28954921,114.2159617,https://tdcctv.data.one.gov.hk/AID04111.JPG
AID04112,香港岛,东区,东区走廊近太古城 - 东行 [AID04112],840887,816515,22.28752487,114.221696,https://tdcctv.data.one.gov.hk/AID04112.JPG
AID04113,香港岛,东区,东区走廊近太安楼 - 东行 [AID04113],840913,816142,22.28415637,114.2219473,https://tdcctv.data.one.gov.hk/AID04113.JPG
AID04114,香港岛,东区,东区走廊近圣马可中学 - 东行 [AID04114],841190,815826,22.28130192,114.2246342,https://tdcctv.data.one.gov.hk/AID04114.JPG
AID04115,香港岛,东区,东区走廊近爱蝶湾 - 东行 [AID04115],841721,815679,22.27997282,114.2297861,https://tdcctv.data.one.gov.hk/AID04115.JPG
AID04116,香港岛,东区,东区走廊近杏花邨 - 南行 (1) [AID04116],842163,815931,22.28224709,114.2340759,https://tdcctv.data.one.gov.hk/AID04116.JPG
AID04117,香港岛,东区,东区走廊近杏花邨 - 南行 (2) [AID04117],842429,815545,22.27876033,114.2366555,https://tdcctv.data.one.gov.hk/AID04117.JPG
AID04118,香港岛,东区,东区走廊近杏花邨 - 南行 (3) [AID04118],842628,815161,22.27529184,114.2385849,https://tdcctv.data.one.gov.hk/AID04118.JPG
AID04119,香港岛,东区,东区走廊近专业教育学院 - 南行 [AID04119],842679,814704,22.27116465,114.2390779,https://tdcctv.data.one.gov.hk/AID04119.JPG
AID04120,香港岛,东区,东区走廊近柴湾公园 - 南行 [AID04120],842530,814296,22.2674807,114.2376307,https://tdcctv.data.one.gov.hk/AID04120.JPG
AID04121,香港岛,东区,东区走廊近廉政公署总部大楼 - 东行 [AID04121],839234,817209,22.29379576,114.205657,https://tdcctv.data.one.gov.hk/AID04121.JPG
AID04122,香港岛,东区,东区走廊近北角政府合署 - 东行 [AID04122],839444,817143,22.29319937,114.2076948,https://tdcctv.data.one.gov.hk/AID04122.JPG
